network_time,device_id,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,posX,posY,posZ,timestamp,elapsed_time
170682486882304.0,01:05:0A0D,-0.065470464,0.02686976,-1.109065728,0.01245184,0.00589824,0.0131072,43.25376,-31.981568,-2.62144,-0.015194222,0.706221823,0.808088496,0.030567247,2.342,2.881,6.163,0.0,0.000318767104
170682754465962.0,01:05:0A0D,-0.065470464,0.02686976,-1.109065728,0.01245184,0.00589824,0.0131072,43.25376,-31.981568,-2.62144,-0.015194222,0.706221823,0.808088496,0.030567247,2.343,2.878,6.162,0.0,0.000267583658
170682805649408.0,01:05:0A0D,-0.065339392,0.026804224,-1.1091968,0.01245184,0.00589824,0.0131072,42.074112,-5.111808,-32.899072,-0.015195923,0.706222534,0.808087909,0.030565521,10.218,3.819,4.511,0.0,5.1183446e-05
170683124416512.0,01:05:0A0D,-0.065339392,0.02686976,-1.109000192,0.01245184,0.00589824,0.01376256,42.074112,-5.111808,-32.899072,-0.015197423,0.706221098,0.80808921,0.030563571,10.218,3.819,4.511,0.0,0.000318767104
170683393448771.0,01:05:0A0D,-0.065339392,0.02686976,-1.109000192,0.01245184,0.00589824,0.01376256,42.074112,-5.111808,-32.899072,-0.015197423,0.706221098,0.80808921,0.030563571,2.342,2.878,6.161,0.0,0.000269032259
170683443183616.0,01:05:0A0D,-0.065404928,0.026673152,-1.108738048,0.01245184,0.00589824,0.01376256,24.90368,-11.79648,6.029312,-0.015198847,0.706219657,0.808090511,0.030561743,10.217,3.819,4.512,0.0,4.9734845e-05
170683761950720.0,01:05:0A0D,-0.065339392,0.027000832,-1.108672512,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015200698,0.706220377,0.808089923,0.03055971,10.217,3.819,4.512,0.0,0.000318767104
170684032417547.0,01:05:0A0D,-0.065339392,0.027000832,-1.108672512,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015200698,0.706220377,0.808089923,0.03055971,2.342,2.879,6.163,0.0,0.000270466827
170684080717824.0,01:05:0A0D,-0.065404928,0.027066368,-1.10854144,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015202046,0.70622108,0.808089346,0.030558079,2.342,2.879,6.163,0.0,4.8300277e-05
170684399484928.0,01:05:0A0D,-0.065798144,0.027000832,-1.108934656,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015203405,0.706221777,0.808088765,0.030556642,2.342,2.879,6.163,0.0,0.000318767104
170684671392071.0,01:05:0A0D,-0.065798144,0.027000832,-1.108934656,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015203405,0.706221777,0.808088765,0.030556642,2.343,2.88,6.166,0.0,0.000271907143
170684718252032.0,01:05:0A0D,-0.065798144,0.026804224,-1.108475904,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.01520538,0.706222472,0.808088162,0.030555565,2.343,2.88,6.166,0.0,4.6859961e-05
170685037019136.0,01:05:0A0D,-0.065404928,0.026738688,-1.10886912,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015207615,0.706223176,0.808087553,0.03055426,2.343,2.88,6.166,0.0,0.000318767104
170685310368748.0,01:05:0A0D,-0.065404928,0.026738688,-1.10886912,0.01245184,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015207615,0.706223176,0.808087553,0.03055426,2.338,2.883,6.165,0.0,0.000273349612
170685355786240.0,01:05:0A0D,-0.065011712,0.02686976,-1.108803584,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015207463,0.706223933,0.808086886,0.03055449,11.245,5.697,6.209,0.0,4.5417492e-05
170685691330560.0,01:05:0A0D,-0.065011712,0.027000832,-1.108279296,0.01179648,0.00589824,0.01245184,24.90368,-11.79648,6.029312,-0.015206672,0.706226841,0.808084363,0.030554382,11.245,5.697,6.209,0.0,0.00033554432
170685949341730.0,01:05:0A0D,-0.065011712,0.027000832,-1.108279296,0.01179648,0.00589824,0.01245184,24.90368,-11.79648,6.029312,-0.015206672,0.706226841,0.808084363,0.030554382,2.338,2.883,6.166,0.0,0.00025801117
170686010097664.0,01:05:0A0D,-0.064749568,0.027262976,-1.108148224,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015205669,0.706227589,0.808083722,0.03055456,10.216,3.809,4.517,0.0,6.0755934e-05
170686328864768.0,01:05:0A0D,-0.064618496,0.027066368,-1.10821376,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015203976,0.706228327,0.808083101,0.030554798,10.216,3.809,4.517,0.0,0.000318767104
170686588323302.0,01:05:0A0D,-0.064618496,0.027066368,-1.10821376,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015203976,0.706228327,0.808083101,0.030554798,2.341,2.879,6.165,0.0,0.000259458534
170686647631872.0,01:05:0A0D,-0.065011712,0.027131904,-1.108082688,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015202344,0.706229078,0.808082482,0.030554585,10.217,3.808,4.518,0.0,5.930857e-05
170686966398976.0,01:05:0A0D,-0.064815104,0.02686976,-1.1075584,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015201203,0.706229818,0.808081842,0.03055497,10.217,3.808,4.518,0.0,0.000318767104
170687227295174.0,01:05:0A0D,-0.064815104,0.02686976,-1.1075584,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015201203,0.706229818,0.808081842,0.03055497,2.341,2.876,6.162,0.0,0.000260896198
170687285166080.0,01:05:0A0D,-0.064749568,0.026673152,-1.107165184,0.01179648,0.00589824,0.01376256,24.90368,-11.79648,6.029312,-0.015200061,0.706228424,0.808083088,0.030554833,10.216,3.806,4.519,0.0,5.7870906e-05
170687603933184.0,01:05:0A0D,-0.064749568,0.026345472,-1.10690304,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015199177,0.706229193,0.808082451,0.030554337,10.216,3.806,4.519,0.0,0.000318767104
170687866266162.0,01:05:0A0D,-0.064749568,0.026345472,-1.10690304,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015199177,0.706229193,0.808082451,0.030554337,2.34,2.872,6.16,0.0,0.000262332978
170687922700288.0,01:05:0A0D,-0.064684032,0.026083328,-1.107427328,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015198719,0.706229981,0.808081807,0.030553405,2.34,2.872,6.16,0.0,5.6434126e-05
170688241467392.0,01:05:0A0D,-0.064815104,0.026476544,-1.107689472,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015198468,0.706230785,0.808081163,0.030551965,2.34,2.872,6.16,0.0,0.000318767104
170688505262972.0,01:05:0A0D,-0.064815104,0.026476544,-1.107689472,0.01179648,0.00589824,0.0131072,24.90368,-11.79648,6.029312,-0.015198468,0.706230785,0.808081163,0.030551965,2.341,2.869,6.158,0.0,0.00026379558
170688560234496.0,01:05:0A0D,-0.064815104,0.026673152,-1.107820544,0.01179648,0.00589824,0.01376256,24.90368,-11.79648,6.029312,-0.015197819,0.706229413,0.808082401,0.030551266,11.229,5.696,6.212,0.0,5.4971524e-05
170688879001600.0,01:05:0A0D,-0.06488064,0.026804224,-1.108410368,0.01179648,0.00589824,0.01376256,24.90368,-11.79648,6.029312,-0.015196921,0.706228029,0.808083643,0.030550835,11.229,5.696,6.212,0.0,0.000318767104
170689144223084.0,01:05:0A0D,-0.06488064,0.026804224,-1.108410368,0.01179648,0.00589824,0.01376256,24.90368,-11.79648,6.029312,-0.015196921,0.706228029,0.808083643,0.030550835,2.338,2.872,6.16,0.0,0.000265221484
170689197768704.0,01:05:0A0D,-0.064946176,0.026804224,-1.107099648,0.01179648,0.00524288,0.01376256,24.90368,-11.79648,6.029312,-0.015198077,0.706226558,0.808084845,0.030552491,2.338,2.872,6.16,0.0,5.354562e-05
170689516535808.0,01:05:0A0D,-0.06488064,0.027066368,-1.107361792,0.01179648,0.00524288,0.0131072,24.90368,-11.79648,6.029312,-0.015199473,0.706227234,0.808084158,0.030554322,2.338,2.872,6.16,0.0,0.000318767104
170689783207195.0,01:05:0A0D,-0.06488064,0.027066368,-1.107361792,0.01179648,0.00524288,0.0131072,24.90368,-11.79648,6.029312,-0.015199473,0.706227234,0.808084158,0.030554322,2.337,2.874,6.161,0.0,0.000266671387
170689835302912.0,01:05:0A0D,-0.064946176,0.02719744,-1.107361792,0.01179648,0.00524288,0.01376256,42.991616,-31.981568,-4.456448,-0.015200349,0.706225745,0.808085363,0.03055645,2.337,2.874,6.161,0.0,5.2095717e-05
170690154070016.0,01:05:0A0D,-0.064946176,0.02686976,-1.106771968,0.01179648,0.00524288,0.01376256,42.991616,-31.981568,-4.456448,-0.015201151,0.706224247,0.808086566,0.030558837,2.337,2.874,6.161,0.0,0.000318767104
170690422180905.0,01:05:0A0D,-0.064946176,0.02686976,-1.106771968,0.01179648,0.00524288,0.01376256,42.991616,-31.981568,-4.456448,-0.015201151,0.706224247,0.808086566,0.030558837,2.335,2.877,6.163,0.0,0.000268110889
170690472837120.0,01:05:0A0D,-0.064815104,0.026738688,-1.106771968,0.01179648,0.00524288,0.01376256,42.991616,-31.981568,-4.456448,-0.01520239,0.706222767,0.808087762,0.030560812,2.335,2.877,6.163,0.0,5.0656215e-05
170690791604224.0,01:05:0A0D,-0.064815104,0.026673152,-1.107034112,0.01179648,0.00524288,0.01376256,42.467328,-4.456448,-33.030144,-0.015203602,0.706221297,0.808088963,0.03056243,2.335,2.877,6.163,0.0,0.000318767104
170691061148057.0,01:05:0A0D,-0.064815104,0.026673152,-1.107034112,0.01179648,0.00524288,0.01376256,42.467328,-4.456448,-33.030144,-0.015203602,0.706221297,0.808088963,0.03056243,2.336,2.875,6.163,0.0,0.000269543833
170691110371328.0,01:05:0A0D,-0.065142784,0.02686976,-1.107361792,0.01179648,0.00524288,0.01376256,23.330816,-12.320768,5.505024,-0.015204876,0.706219831,0.808090163,0.03056392,10.247,3.815,4.524,0.0,4.9223271e-05
170691429138432.0,01:05:0A0D,-0.064684032,0.026673152,-1.107427328,0.01179648,0.00524288,0.01376256,23.330816,-12.320768,5.505024,-0.015206348,0.706218348,0.80809135,0.030566054,10.247,3.815,4.524,0.0,0.000318767104
170691700122593.0,01:05:0A0D,-0.064684032,0.026673152,-1.107427328,0.01179648,0.00524288,0.01376256,23.330816,-12.320768,5.505024,-0.015206348,0.706218348,0.80809135,0.030566054,2.336,2.874,6.162,0.0,0.000270984161
170691764682752.0,01:05:0A0D,-0.064749568,0.026804224,-1.107492864,0.01179648,0.00589824,0.01376256,23.330816,-12.320768,5.505024,-0.015205254,0.706216968,0.808092601,0.030565445,11.221,5.698,6.212,0.0,6.4560159e-05
170692083449856.0,01:05:0A0D,-0.064684032,0.026935296,-1.1075584,0.01179648,0.00524288,0.01376256,23.330816,-12.320768,5.505024,-0.01520624,0.706215497,0.808093809,0.030566978,11.221,5.698,6.212,0.0,0.000318767104
170692339103325.0,01:05:0A0D,-0.064684032,0.026935296,-1.1075584,0.01179648,0.00524288,0.01376256,23.330816,-12.320768,5.505024,-0.01520624,0.706215497,0.808093809,0.030566978,2.34,2.871,6.163,0.0,0.000255653469
170692402216960.0,01:05:0A0D,-0.064618496,0.026804224,-1.108148224,0.01179648,0.00524288,0.0131072,23.330816,-12.320768,5.505024,-0.015207046,0.706216174,0.808093143,0.030568564,2.34,2.871,6.163,0.0,6.3113635e-05
170692720984064.0,01:05:0A0D,-0.064946176,0.027000832,-1.107427328,0.01179648,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015205734,0.706216942,0.808092521,0.030567931,2.34,2.871,6.163,0.0,0.000318767104
170692978077763.0,01:05:0A0D,-0.064946176,0.027000832,-1.107427328,0.01179648,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015205734,0.706216942,0.808092521,0.030567931,2.336,2.874,6.162,0.0,0.000257093699
170693039751168.0,01:05:0A0D,-0.064618496,0.027262976,-1.107951616,0.01179648,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015204687,0.70621769,0.808091881,0.030568064,2.336,2.874,6.162,0.0,6.1673405e-05
170693358518272.0,01:05:0A0D,-0.064946176,0.02719744,-1.108082688,0.01245184,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015204703,0.70621839,0.808091348,0.030565953,2.336,2.874,6.162,0.0,0.000318767104
170693617049245.0,01:05:0A0D,-0.064946176,0.02719744,-1.108082688,0.01245184,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015204703,0.70621839,0.808091348,0.030565953,2.332,2.877,6.162,0.0,0.000258530973
170693677285376.0,01:05:0A0D,-0.065273856,0.02752512,-1.108344832,0.01245184,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015205262,0.706219089,0.808090796,0.030564152,2.332,2.877,6.162,0.0,6.0236131e-05
170693996052480.0,01:05:0A0D,-0.065470464,0.027328512,-1.108017152,0.01179648,0.00524288,0.0131072,23.330816,-12.320768,5.505024,-0.015206133,0.706219722,0.80809011,0.030567236,2.332,2.877,6.162,0.0,0.000318767104
170694256027161.0,01:05:0A0D,-0.065470464,0.027328512,-1.108017152,0.01179648,0.00524288,0.0131072,23.330816,-12.320768,5.505024,-0.015206133,0.706219722,0.80809011,0.030567236,2.332,2.879,6.163,0.0,0.000259974681
170694314819584.0,01:05:0A0D,-0.065536,0.027000832,-1.108082688,0.01179648,0.00589824,0.0131072,23.330816,-12.320768,5.505024,-0.015205391,0.706220443,0.808089448,0.030568427,11.231,5.704,6.212,0.0,5.8792423e-05
