elapsed_time,adjusted_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z
2.01,0.0011688067546627,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.011,-0.0003403562656885996,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.054,-0.0003403562656885996,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.055,0.0008435685867624002,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.1,7.174430282290076e-05,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.1,0.00017265661872800132,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.144,0.00017265661872800132,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.145,-0.000740252536703399,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.189,0.0005301495367737007,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.234,-0.0009520203811981993,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.235,-0.0009520203811981993,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.28,0.000582599867553402,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.28,0.0008688771727650996,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.324,-0.00038512737010399853,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.325,-0.00038512737010399853,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.326,-8.52465889506996e-05,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.369,-0.0005815704558254989,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.37,0.000523842742706301,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.414,0.0011500105290846007,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.415,0.0011500105290846007,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.465,-0.0003823791944385993,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.465,0.0014438834231660005,0.06103499999999995,0,0,3657.0,3541.0,1317.0
